08:00:01,208.8
08:00:02,209.0
08:00:03,209.2
08:00:04,209.5
08:00:05,209.8
08:00:06,210.1
08:00:07,210.3
08:00:08,210.5
08:00:09,210.8
08:00:10,211.1
08:00:11,211.3
08:00:12,211.3
08:00:13,211.4
08:00:14,211.4
08:00:15,211.5
08:00:16,211.6
08:00:17,211.6
08:00:18,211.6
08:00:19,211.6
08:00:20,211.6
08:00:21,211.5
08:00:22,211.4
08:00:23,211.4
08:00:24,211.4
08:00:25,211.4
08:00:26,211.4
08:00:27,211.5
08:00:28,211.5
08:00:29,211.6
08:00:30,211.6
08:00:31,211.6
08:00:32,211.5
08:00:33,211.5
08:00:34,211.4
08:00:35,211.4
08:00:36,211.2
08:00:37,211.1
08:00:38,211.0
08:00:39,210.7
08:00:40,210.4
08:00:41,210.1
08:00:42,209.7
08:00:43,209.5
08:00:44,209.2
08:00:45,209.0
08:00:46,209.0
08:00:47,208.9
08:00:48,208.8
08:00:49,208.7
08:00:50,208.5
08:00:51,208.2
08:00:52,208.2
08:00:53,208.0
08:00:54,207.7
08:00:55,207.4
08:00:56,207.1
08:00:57,206.9
08:00:58,206.6
08:00:59,206.3
08:01:00,206.2
08:01:01,206.0
08:01:02,205.9
08:01:03,205.8
08:01:04,205.7
08:01:05,205.8
08:01:06,205.8
08:01:07,205.8
08:01:08,205.8
08:01:09,205.9
08:01:10,205.9
08:01:11,205.8
08:01:12,205.8
08:01:13,205.8
08:01:14,205.5
08:01:15,205.2
08:01:16,204.8
08:01:17,204.5
08:01:18,204.1
08:01:19,203.7
08:01:20,203.2
08:01:21,202.6
08:01:22,202.0
08:01:23,201.3
08:01:24,200.7
08:01:25,200.0
08:01:26,199.4
08:01:27,198.9
08:01:28,198.3
08:01:29,197.7
08:01:30,197.1
08:01:31,196.5
08:01:32,196.0
08:01:33,195.6
08:01:34,195.3
08:01:35,195.2
08:01:36,195.0
08:01:37,195.0
08:01:38,194.9
08:01:39,195.0
08:01:40,195.1
08:01:41,195.4
08:01:42,195.7
08:01:43,196.1
08:01:44,196.7
08:01:45,197.2
08:01:46,197.8
08:01:47,198.6
08:01:48,199.3
08:01:49,200.1
08:01:50,201.0
08:01:51,201.9
08:01:52,202.9
08:01:53,203.8
08:01:54,204.7
08:01:55,205.6
08:01:56,206.5
08:01:57,207.5
08:01:58,208.4
08:01:59,209.0
08:02:00,209.7
08:02:01,210.3
08:02:02,210.8
08:02:03,211.4
08:02:04,211.9
08:02:05,212.1
08:02:06,212.3
08:02:07,212.4
08:02:08,212.5
08:02:09,212.5
08:02:10,212.5
08:02:11,212.4
08:02:12,212.4
08:02:13,212.3
08:02:14,212.2
08:02:15,212.1
08:02:16,212.0
08:02:17,211.9
08:02:18,211.7
08:02:19,211.5
08:02:20,211.3
08:02:21,211.0
08:02:22,210.5
08:02:23,210.1
08:02:24,209.6
08:02:25,209.1
08:02:26,208.6
08:02:27,208.0
08:02:28,207.4
08:02:29,206.8
08:02:30,206.3
08:02:31,205.8
08:02:32,205.2
08:02:33,204.6
08:02:34,203.9
08:02:35,203.3
08:02:36,202.6
08:02:37,201.9
08:02:38,201.3
08:02:39,200.6
08:02:40,200.0
08:02:41,199.5
08:02:42,198.9
08:02:43,198.4
08:02:44,197.8
08:02:45,197.4
08:02:46,197.0
08:02:47,196.7
08:02:48,196.4
08:02:49,196.1
08:02:50,195.8
08:02:51,195.5
08:02:52,195.4
08:02:53,195.2
08:02:54,195.1
08:02:55,195.0
08:02:56,194.9
08:02:57,194.8
08:02:58,194.7
08:02:59,194.4
08:03:00,194.2
08:03:01,194.1
08:03:02,193.9
08:03:03,193.8
08:03:04,193.7
08:03:05,193.5
08:03:06,193.4
08:03:07,193.3
08:03:08,193.2
